大数据,人工智能,区块链,云计算,生物识别,物联网,分布式,数字化,智能化,点对点网络,流计算,移动互联,第三方支付,在线支付,移动支付,云支付,数字货币,跨境支付平台,NFC支付,电子交易,网上银行,电子银行,网银,众筹,P2P,网贷,网络贷款,网络银行,互联网银行,直销银行,手机银行,精准营销,电子商务,在线理财,网联,互联网理财,互联网保险,互联网金融,金融科技
26.0,25.0,16.0,8.0,,25.0,,,,,,,16.0,,8.0,,8.0,,,,16.0,,,24.0,24.0,8.0,,,,,,,24.0,,8.0,,8.0,24.0,
8.0,41.0,16.0,8.0,,24.0,,,,,,,17.0,,,,,,,,,,,,33.0,33.0,,,,,,,33.0,,,,,8.0,
16.0,33.0,24.0,8.0,,24.0,,,,,,,8.0,,,,,,,,,,,16.0,41.0,17.0,,,,,,,33.0,,,,,,
25.0,24.0,8.0,16.0,,50.0,,,,,,,8.0,,,16.0,,,,,,,,8.0,42.0,17.0,8.0,,,,,,33.0,,16.0,,,,
17.0,16.0,42.0,8.0,,41.0,,,,,,,8.0,,,,8.0,,,,8.0,,,8.0,41.0,16.0,,,,,16.0,,25.0,,8.0,,,,
8.0,16.0,,16.0,,16.0,,,,,,,,,,,,,,,,,,16.0,25.0,33.0,,,,,16.0,,24.0,,,,,8.0,
41.0,65.0,33.0,33.0,,41.0,,,,,,,,,,,,,,,16.0,8.0,17.0,33.0,24.0,41.0,,,,,,,24.0,,8.0,,,8.0,
58.0,74.0,42.0,49.0,,58.0,,,,,,,,,16.0,,,,,,16.0,,8.0,8.0,49.0,16.0,,,,,,,75.0,,,,,9.0,8.0
43.0,102.0,41.0,,,33.0,,,,,,,8.0,,,,,,,,16.0,8.0,,24.0,101.0,42.0,,,,9.0,8.0,,57.0,,,,,24.0,8.0
33.0,69.0,25.0,34.0,,49.0,,,,,8.0,,,,8.0,,,,,,16.0,,,24.0,43.0,17.0,,,,,,,51.0,,,,,8.0,
83.0,58.0,26.0,17.0,,33.0,8.0,,,,,,8.0,,,,,,,,,,,33.0,24.0,17.0,8.0,,,8.0,,,17.0,,,,,9.0,8.0
33.0,33.0,,16.0,,24.0,,,,,,,,,,,8.0,,8.0,,8.0,,8.0,26.0,33.0,24.0,,,,,,,16.0,,,,,25.0,
67.0,69.0,25.0,16.0,,42.0,,,,,,,,,25.0,8.0,,,,,,,,42.0,49.0,24.0,,,,,,,35.0,,,,,,8.0
67.0,77.0,58.0,25.0,,26.0,,,,,,,,,16.0,8.0,,,,,8.0,,,8.0,50.0,50.0,,,,,,,43.0,,24.0,,,17.0,16.0
87.0,100.0,49.0,8.0,,26.0,,,,,,,16.0,,,,,,,,8.0,,8.0,17.0,59.0,41.0,,,,,8.0,,49.0,,,,,17.0,33.0
34.0,96.0,24.0,24.0,,16.0,8.0,8.0,,,,,,,16.0,16.0,,,,,8.0,,8.0,41.0,16.0,34.0,8.0,,,,,,25.0,,,,,8.0,
41.0,93.0,25.0,8.0,,26.0,,,,,,,,8.0,25.0,,,,,,9.0,,,8.0,51.0,25.0,8.0,,,,16.0,,42.0,,,,,33.0,8.0
66.0,75.0,42.0,33.0,,49.0,8.0,,,,,,,8.0,41.0,8.0,8.0,,,,,,,24.0,26.0,41.0,,16.0,,,,,49.0,,,,,8.0,8.0
67.0,103.0,49.0,33.0,,34.0,,,,,,,16.0,,25.0,,8.0,,,,8.0,,,34.0,50.0,50.0,,,,,,,34.0,,8.0,,,16.0,
52.0,84.0,58.0,16.0,,59.0,,8.0,,,,,25.0,,27.0,,8.0,,,,,8.0,,67.0,75.0,51.0,8.0,,,,16.0,8.0,41.0,,36.0,,,34.0,8.0
83.0,114.0,57.0,8.0,,33.0,,,8.0,,,,8.0,,18.0,16.0,,,,,,,,25.0,41.0,67.0,,,,8.0,,,41.0,,,,,,16.0
52.0,77.0,65.0,8.0,,26.0,,8.0,,,,,,8.0,9.0,8.0,16.0,,,,,,8.0,8.0,50.0,33.0,,,,49.0,,,8.0,,,,,,24.0
41.0,41.0,42.0,,,16.0,,,,,,,8.0,,,8.0,8.0,,,,16.0,,,26.0,49.0,43.0,,,,,,,33.0,,,,,8.0,8.0
25.0,84.0,8.0,8.0,,18.0,,,,,,,16.0,,,16.0,,,,,,,8.0,8.0,33.0,41.0,,,,,,,33.0,,,,8.0,8.0,
8.0,51.0,69.0,16.0,,16.0,,,,,,,,,8.0,8.0,,,,,33.0,,8.0,8.0,17.0,50.0,8.0,8.0,,8.0,,,8.0,,,,,16.0,
41.0,68.0,150.0,25.0,,41.0,,8.0,,,,,8.0,,,17.0,17.0,,8.0,,,,,16.0,33.0,43.0,,,,,8.0,,24.0,,,,,8.0,
50.0,84.0,116.0,33.0,,41.0,8.0,,9.0,,,,8.0,,8.0,8.0,33.0,,,,33.0,,,25.0,33.0,35.0,8.0,,,,8.0,,25.0,,,,,8.0,
58.0,68.0,119.0,17.0,,25.0,,,,,,,8.0,,17.0,,,,,,8.0,,8.0,33.0,66.0,42.0,8.0,,,,,,33.0,,,,,24.0,
58.0,67.0,95.0,,,34.0,,,8.0,,,,,,,8.0,8.0,,,,,,,17.0,58.0,28.0,16.0,,,,8.0,,17.0,,,,,24.0,
41.0,50.0,79.0,17.0,,26.0,,,,,,,,,,,16.0,,,,9.0,,,8.0,25.0,43.0,8.0,,,,8.0,,16.0,,,,,,
17.0,33.0,84.0,,,16.0,,,,,,,,,17.0,,,,,,8.0,,,,17.0,33.0,8.0,,,,8.0,,16.0,,,,,,
41.0,57.0,116.0,8.0,,24.0,,,,,,,,,,8.0,,,,,49.0,,8.0,,41.0,41.0,8.0,,,,,,,,,,,,
41.0,49.0,135.0,25.0,,17.0,,,,,,,17.0,,8.0,,8.0,,,,8.0,,8.0,16.0,41.0,67.0,9.0,,,,,,25.0,,8.0,,,17.0,
42.0,79.0,127.0,33.0,,41.0,8.0,,,,,,8.0,,,8.0,17.0,,,,8.0,,8.0,8.0,33.0,42.0,,,,,,,16.0,,,,,25.0,8.0
42.0,103.0,134.0,16.0,,50.0,,,,,,,24.0,,,8.0,,,,,8.0,,,33.0,33.0,17.0,,,,,,,41.0,,8.0,8.0,,33.0,
33.0,85.0,112.0,33.0,,66.0,8.0,,,,,,8.0,,8.0,,24.0,,8.0,,16.0,,,8.0,33.0,43.0,,,,,,,41.0,,8.0,,,8.0,8.0
58.0,58.0,118.0,16.0,,49.0,,,,,,,17.0,,8.0,,17.0,,,,,,,33.0,33.0,25.0,,,,,16.0,,16.0,,8.0,,,,
49.0,50.0,107.0,,,41.0,8.0,,,,,,,,17.0,,,,,,25.0,,,24.0,41.0,42.0,,,,,8.0,,8.0,,,,,16.0,
42.0,58.0,118.0,17.0,,41.0,,,,,,,8.0,8.0,60.0,8.0,,,,,17.0,,8.0,8.0,75.0,54.0,11.0,,,,8.0,,33.0,,8.0,,,16.0,
51.0,59.0,129.0,,,41.0,,8.0,,,,,17.0,,44.0,,34.0,,,,16.0,,8.0,25.0,90.0,33.0,,,,,,,41.0,,8.0,,8.0,8.0,8.0
59.0,58.0,150.0,41.0,,75.0,,,,,,,,,33.0,,33.0,,,,,,8.0,25.0,33.0,50.0,,,,,,8.0,16.0,,18.0,,,24.0,
49.0,24.0,111.0,24.0,,33.0,,8.0,,,,,16.0,,17.0,,,,,,8.0,,16.0,24.0,43.0,52.0,,,,,,,33.0,,,,,,17.0
75.0,49.0,90.0,8.0,,33.0,,,,,,,,,24.0,8.0,16.0,,,,8.0,,16.0,16.0,58.0,70.0,,,,,8.0,,33.0,,24.0,,,9.0,8.0
33.0,50.0,124.0,8.0,,33.0,8.0,,8.0,,,,8.0,8.0,16.0,,,,,,16.0,,16.0,8.0,49.0,49.0,8.0,,,,17.0,,41.0,,,,,,16.0
33.0,25.0,124.0,17.0,,33.0,,,,,,,8.0,8.0,16.0,,16.0,,,,,,8.0,8.0,25.0,51.0,16.0,,,,,,16.0,,,,,8.0,
33.0,41.0,107.0,17.0,,,,,,,,,,,,,16.0,,,,25.0,,,8.0,25.0,33.0,9.0,,,,,,17.0,,,,,,
16.0,17.0,97.0,24.0,,24.0,,,,,,,,,8.0,33.0,8.0,,,,16.0,,17.0,8.0,41.0,34.0,,,8.0,,8.0,,24.0,,8.0,,,,
33.0,58.0,84.0,,,42.0,8.0,,,,,,,,,,8.0,,,,16.0,,,8.0,33.0,9.0,8.0,,,,8.0,,,,,,,,
33.0,41.0,85.0,8.0,,25.0,,,,,,,,,8.0,,8.0,,,,25.0,,41.0,8.0,8.0,8.0,,,,,,,8.0,,,,,,
25.0,52.0,43.0,,,16.0,,,8.0,,,,8.0,,,,17.0,,,,16.0,,8.0,8.0,33.0,50.0,,,,,,,24.0,,,,,,
8.0,33.0,66.0,9.0,,24.0,,,,,,,,8.0,8.0,,,,,,8.0,,16.0,8.0,33.0,50.0,,,,,8.0,,16.0,,,,,,
8.0,,75.0,,,17.0,,,,,,,,8.0,,8.0,,,,,16.0,8.0,,8.0,68.0,35.0,8.0,,,,,,8.0,,,,,8.0,
,16.0,75.0,17.0,,24.0,,,8.0,,,,,,8.0,,8.0,,,,8.0,,8.0,,124.0,33.0,,,,,24.0,,17.0,,,,,,
8.0,25.0,86.0,8.0,,24.0,,,,,,,8.0,,,,16.0,,,,25.0,,8.0,16.0,117.0,50.0,,,,16.0,,,8.0,,,,,,8.0
8.0,25.0,41.0,,,8.0,8.0,8.0,,,,,,,,,17.0,,,,16.0,,,8.0,119.0,34.0,,,,,,8.0,24.0,,8.0,,,8.0,8.0
8.0,25.0,92.0,,,16.0,8.0,,,,,,,,,,42.0,,,,,,,16.0,141.0,26.0,,,,,,8.0,24.0,,,,,,
,41.0,57.0,8.0,,16.0,,,,,,,,,,,,,,,16.0,,17.0,8.0,123.0,59.0,,,,,8.0,,16.0,,,,,8.0,
16.0,25.0,58.0,8.0,,,,8.0,,,,,,,,,8.0,,,,8.0,,8.0,,105.0,33.0,,,,,16.0,,,,8.0,,,,
24.0,33.0,51.0,8.0,,24.0,,,,,,,,8.0,8.0,,,,,,16.0,,8.0,,100.0,50.0,8.0,,,,,,41.0,,8.0,,,,
26.0,50.0,87.0,25.0,,51.0,,,,,,,8.0,,8.0,8.0,8.0,,,,8.0,,,,95.0,59.0,,,8.0,,,,58.0,,,,8.0,8.0,8.0
60.0,26.0,58.0,17.0,,25.0,,8.0,,,,,8.0,,16.0,,,,,,,,16.0,25.0,86.0,25.0,,,8.0,,,,50.0,,,,,,
76.0,43.0,43.0,,,50.0,,,,,,,8.0,,8.0,,8.0,,,,,,8.0,17.0,50.0,25.0,,,,,8.0,8.0,16.0,,,,,,8.0
50.0,33.0,67.0,,,,,,,,,,,,,,8.0,,,,8.0,,16.0,,76.0,33.0,,,,17.0,,,8.0,,,,,,9.0
50.0,43.0,63.0,8.0,,16.0,,,,,,,8.0,,,8.0,8.0,,,,8.0,,16.0,16.0,76.0,33.0,,,,,8.0,,24.0,,8.0,,,,
58.0,41.0,97.0,25.0,,41.0,,,,,,,,8.0,,8.0,8.0,,,,8.0,,8.0,8.0,74.0,43.0,,,,,,,50.0,,,,,8.0,
33.0,66.0,80.0,,,41.0,,,,,,,,,8.0,27.0,8.0,,,,33.0,,8.0,8.0,75.0,42.0,,,,8.0,9.0,,33.0,,8.0,,,16.0,16.0
50.0,75.0,104.0,16.0,,58.0,,,,,,,8.0,8.0,16.0,,,,,,8.0,,24.0,8.0,59.0,61.0,,,,,,,33.0,,,,,,8.0
16.0,87.0,57.0,8.0,8.0,8.0,,,,,,,9.0,,,8.0,,,,,,,8.0,,67.0,33.0,,,,,8.0,,16.0,,,,,,
8.0,91.0,77.0,17.0,,33.0,,,,,,,,,,,8.0,,,,8.0,,9.0,17.0,41.0,59.0,,,,,,,25.0,,,,,16.0,8.0
57.0,42.0,70.0,8.0,8.0,25.0,,,,,,,8.0,,,,,,8.0,,,,,16.0,50.0,34.0,,,,,8.0,,33.0,,,8.0,,,8.0
57.0,67.0,79.0,8.0,,67.0,,,,,,,8.0,,16.0,8.0,,,,,16.0,,16.0,8.0,50.0,51.0,,,,8.0,8.0,,24.0,,8.0,,,,8.0
50.0,76.0,70.0,25.0,,68.0,8.0,,,,,,,,,,8.0,,,,8.0,,16.0,16.0,59.0,51.0,,,,,,,41.0,,,,,,
41.0,33.0,86.0,16.0,,42.0,,,,,,,16.0,,,,,,8.0,,16.0,,,33.0,33.0,50.0,,,,,8.0,,33.0,,,,,,
,33.0,86.0,,,42.0,,,,,,,,,25.0,,,,,,16.0,,24.0,,41.0,42.0,,,,,,,16.0,,,,,,
8.0,16.0,16.0,,,26.0,,,,,,,,,,,8.0,,,,,,,,16.0,51.0,,,,16.0,8.0,8.0,25.0,,,,,,
,8.0,34.0,,,8.0,,8.0,,,,,,,,8.0,16.0,,,,16.0,8.0,16.0,9.0,49.0,41.0,,,,,,8.0,16.0,,,,,8.0,
,25.0,25.0,,,8.0,,,,,,,,,8.0,,,,,,25.0,,16.0,16.0,33.0,50.0,,,,,8.0,,8.0,,,,,,
42.0,49.0,42.0,8.0,,41.0,,,,,,,9.0,,,16.0,,,,,8.0,,8.0,,57.0,44.0,,,,,,,33.0,,,,,9.0,
57.0,24.0,43.0,,,9.0,,,,,,,8.0,,8.0,,,,,,24.0,,8.0,16.0,41.0,52.0,,,,,,,,,,,,,
41.0,26.0,25.0,,,25.0,,,,,,,,,9.0,,8.0,,,,,,16.0,8.0,41.0,61.0,,,,,8.0,,8.0,,,,,,
16.0,16.0,8.0,8.0,,8.0,,,,,,,,,,8.0,8.0,,,,8.0,,8.0,,41.0,33.0,,,,,8.0,,8.0,,,,,,
,8.0,8.0,,,8.0,,,,,,,,,,,,,,,,,,8.0,,25.0,,,,,,,,,,,,,
17.0,9.0,8.0,9.0,,8.0,,,,,,,,,,,,,,,8.0,,,8.0,41.0,33.0,,,,8.0,,,8.0,,,,,,
49.0,8.0,41.0,,,41.0,8.0,,,,,,8.0,,,8.0,,,,,,,8.0,,34.0,34.0,,,,,,,8.0,,,,,,
82.0,57.0,58.0,16.0,,49.0,,,,,,,,,,,8.0,,,,,,16.0,8.0,17.0,59.0,8.0,,,,16.0,,33.0,,8.0,,,16.0,8.0
67.0,42.0,58.0,33.0,,41.0,,,,,,,8.0,,,,,,,,8.0,,8.0,27.0,41.0,59.0,,,,,,,33.0,,,,,8.0,
42.0,41.0,41.0,9.0,,41.0,,,,,,,,,8.0,8.0,,,,,16.0,,8.0,8.0,33.0,50.0,,,,,,,24.0,,,,,16.0,8.0
33.0,42.0,57.0,8.0,,33.0,,16.0,,,,,16.0,,,,8.0,,,,33.0,,,24.0,25.0,52.0,,,,,8.0,,,,,,,,24.0
33.0,50.0,49.0,17.0,,41.0,,,8.0,,,,,,,,8.0,,,,,,,8.0,49.0,44.0,8.0,,,,,,9.0,,,,,,8.0
17.0,41.0,51.0,,,24.0,,,,,,,8.0,,,,,,,,,,,16.0,26.0,42.0,,,,,,,,,,,,,8.0
16.0,8.0,58.0,17.0,8.0,33.0,8.0,8.0,,,,,,,,,8.0,,,,,,,8.0,50.0,58.0,,,,8.0,,,49.0,,,,,8.0,
41.0,34.0,50.0,16.0,,58.0,,,,,,,,,,,,,,,,,8.0,16.0,8.0,61.0,,,,,,,8.0,,,,,,
50.0,83.0,51.0,25.0,,42.0,,,,,,,,,16.0,,,,,,8.0,,,,27.0,50.0,,,8.0,8.0,8.0,,24.0,,,,,18.0,16.0
57.0,34.0,25.0,16.0,,16.0,,,8.0,,,,,,,,8.0,,,,8.0,,,,16.0,41.0,,,,,,,,,,,,,
33.0,33.0,25.0,10.0,,33.0,,,,,,,,,,,8.0,,,,25.0,,8.0,8.0,26.0,33.0,,,,,,,17.0,,,,8.0,8.0,
,33.0,41.0,8.0,,33.0,8.0,,,,,,25.0,,,,,,,,,,,8.0,49.0,27.0,,,,,8.0,,25.0,,,,,,
16.0,25.0,50.0,8.0,,17.0,,,,,,,16.0,,,8.0,,,,,8.0,,,,24.0,50.0,8.0,,,,9.0,,16.0,,,,,,
25.0,33.0,34.0,,,25.0,8.0,,,,,,8.0,,,,8.0,,,,,,,,41.0,33.0,,,,,,,8.0,,,,,,8.0
8.0,34.0,60.0,,,,,,,,,,8.0,,,,,,,,8.0,,,,24.0,34.0,8.0,,,,,,,,,,,,
,25.0,58.0,,,16.0,,,,,8.0,,8.0,,,8.0,8.0,,,,,,,,,43.0,,,,,,,16.0,,,,,,
8.0,9.0,33.0,,,24.0,,,,,,,,,,,,,,,8.0,,,,33.0,63.0,,,,8.0,,,,,,,,,
16.0,24.0,24.0,,,8.0,8.0,,,,,,8.0,,,,8.0,,,,8.0,8.0,,,33.0,49.0,,,,,,,25.0,,,,,,8.0
8.0,16.0,34.0,,,8.0,,,,,,,16.0,,,,,,,,8.0,,,,41.0,42.0,,,,,,,16.0,,,,,,
8.0,16.0,41.0,,,25.0,,,,,,,8.0,,,,8.0,,,,16.0,,,9.0,,26.0,,,,,,,8.0,,,,,,
,25.0,25.0,8.0,,,,,,,,,8.0,,,,,,,,8.0,,,8.0,16.0,25.0,,,,,,8.0,8.0,,,,,,
8.0,33.0,49.0,8.0,,17.0,,,,,,,,,,,,,,,24.0,,,,16.0,17.0,,,,,8.0,,,,,,,,
8.0,8.0,33.0,,,8.0,,,,,,,8.0,,,,8.0,,,,,,,,33.0,51.0,,,,,,8.0,16.0,,,,,,8.0
16.0,8.0,34.0,,,,,,,,,,,,,8.0,,,,,,,8.0,,,26.0,8.0,,,,8.0,,,,,,,,
8.0,16.0,9.0,,,8.0,,,,,,,8.0,,,,,,,,16.0,,,8.0,49.0,27.0,,,,,,,8.0,,,,,,
,41.0,26.0,,,8.0,,,,,,,,,,8.0,33.0,,,,8.0,,,,8.0,41.0,,,,,8.0,,8.0,,,,,,
41.0,50.0,34.0,16.0,,26.0,,8.0,,,,,,,,,16.0,,,,,,,8.0,9.0,16.0,,,,,,,25.0,,,,,,8.0
42.0,17.0,25.0,17.0,,33.0,,8.0,,,,,8.0,,,,25.0,,,,,,,,42.0,17.0,,,,,,,,,,,,8.0,8.0
33.0,33.0,34.0,8.0,,35.0,,,,,,,,,,,,,,,,,8.0,,33.0,42.0,,,,,,,25.0,,,,,,
16.0,67.0,51.0,16.0,,24.0,,,,,,,,,,,8.0,,,,8.0,8.0,8.0,,8.0,68.0,,,,,,,16.0,,,,,8.0,
41.0,66.0,51.0,24.0,,24.0,,8.0,,,,,8.0,,8.0,,50.0,,,,16.0,,,8.0,49.0,52.0,,,,,,,58.0,,,,,,9.0
,33.0,8.0,17.0,,33.0,,,,,,,,,,,,,,,,,,16.0,41.0,33.0,8.0,,,,,,16.0,,,,,8.0,
42.0,24.0,42.0,24.0,,33.0,,8.0,,,,,,,,8.0,,,,,8.0,,,8.0,42.0,17.0,,,,,,,25.0,,,,,,
25.0,66.0,27.0,41.0,,17.0,,,,,,,,,8.0,,,,,,33.0,,,,50.0,33.0,,,,,9.0,,8.0,,,,,,
51.0,49.0,108.0,24.0,,33.0,8.0,,,,,,,,,,8.0,,,,8.0,8.0,,,66.0,25.0,,,,,8.0,,8.0,,,,,,
50.0,25.0,162.0,33.0,,73.0,,,,,,,,,8.0,,42.0,,,,,,,,42.0,42.0,,,,,8.0,,24.0,,,,,,8.0
25.0,67.0,115.0,33.0,,58.0,16.0,8.0,8.0,,,,8.0,,16.0,,33.0,,,,,,,16.0,25.0,33.0,,,,,8.0,,8.0,,,,,,8.0
59.0,92.0,118.0,16.0,,67.0,,8.0,,,,,,,8.0,,16.0,,8.0,,8.0,,,17.0,33.0,33.0,,,,,,,24.0,,8.0,,,,
33.0,76.0,105.0,50.0,,41.0,,,,,,,,,,,8.0,,,,,,8.0,16.0,25.0,9.0,8.0,,,,,,33.0,,,,,,
50.0,33.0,81.0,74.0,,42.0,8.0,,,8.0,,,,,16.0,,25.0,,,,8.0,,8.0,,25.0,8.0,,,8.0,,16.0,,8.0,,,,,,8.0
66.0,41.0,89.0,17.0,,34.0,,,,,,,8.0,,24.0,,,,8.0,,,,,8.0,41.0,34.0,,,,,,,8.0,,,,,8.0,
41.0,75.0,77.0,8.0,,53.0,,,,,,,8.0,,,,8.0,,,,16.0,,,8.0,33.0,25.0,,,,,,,16.0,,,,,,8.0
16.0,25.0,58.0,,,8.0,,,,,,,,,,,8.0,,,,,,,,8.0,33.0,,,,8.0,,,,,,,,,8.0
16.0,33.0,16.0,8.0,,17.0,,,,,,,,,8.0,,,,,,,,,,8.0,33.0,,,,,,,8.0,,,,,,
33.0,33.0,34.0,,,16.0,,,,,,,,,,,,,,,8.0,,,8.0,49.0,8.0,,,,,,,17.0,,,,,,
33.0,66.0,42.0,9.0,,41.0,,,,,,,,,8.0,,8.0,,,,,,8.0,,25.0,49.0,,,,,,,9.0,,8.0,,,,
,33.0,42.0,,,24.0,,,,,,,,,,,17.0,,,,8.0,,,8.0,25.0,25.0,,,,,,,8.0,,8.0,,,8.0,
,,,,,,,,,,,,8.0,,,,,,,,,,,8.0,17.0,17.0,,,,,,,,,,,,,
8.0,,,,,,,,,,,,,,,,,,,,8.0,,,8.0,8.0,,,,8.0,,,,,,,,,,
8.0,33.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,
,,57.0,,,8.0,,8.0,,,,,,,,,,,,,,,,,41.0,,,,,,,,,,,,,,
8.0,33.0,41.0,8.0,,8.0,,,,,,,,,8.0,,8.0,,,,,,,,8.0,8.0,,,,,,,,,,,,,8.0
33.0,8.0,17.0,16.0,,8.0,,,,,,,,,,,,,,,8.0,,,17.0,24.0,16.0,,,,8.0,,,25.0,,,,,,
,58.0,41.0,,,17.0,,8.0,,,,,,,8.0,,,,,,8.0,8.0,,,25.0,8.0,,,,8.0,,,,,,,,,8.0
,33.0,8.0,8.0,,25.0,,,,,,,,,,,8.0,,,,,,,8.0,16.0,35.0,,,,,,,,,,,,,
,25.0,8.0,8.0,,24.0,,,,,,,8.0,,16.0,8.0,,,,,,,,,16.0,,,,,,,,,,,,,8.0,
16.0,50.0,41.0,,,41.0,,,,,,,8.0,,,,,,,,,,,,33.0,,,,8.0,,,,8.0,,,,,,
8.0,33.0,49.0,8.0,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,
,17.0,25.0,16.0,,8.0,,,,,,,,,,,,,8.0,,,,,,,,,,,,8.0,,17.0,,,,,,
8.0,8.0,33.0,8.0,,8.0,,,,,,,,8.0,,,61.0,,,,,,,,8.0,,,,,,,,8.0,,,,,,
16.0,16.0,16.0,8.0,,25.0,,,,,,,,,8.0,,74.0,,,,24.0,,8.0,,50.0,,,,,,,,,,,8.0,,,
17.0,25.0,8.0,8.0,,16.0,,,,,,,,,,16.0,33.0,,,,,8.0,,16.0,8.0,16.0,,,,8.0,,,,,,,,17.0,
41.0,33.0,41.0,8.0,,8.0,,,,8.0,,,,,,,58.0,,,,8.0,,,,33.0,8.0,,,,,,,8.0,,,,,,16.0
16.0,16.0,41.0,24.0,,25.0,,,,,,,8.0,,8.0,,41.0,,,,,,8.0,,25.0,,,,,,,,,,,,,8.0,
17.0,17.0,,8.0,,41.0,,,,,,,8.0,8.0,,,17.0,,,,8.0,,,,24.0,8.0,,,8.0,,,,8.0,,,,,,8.0
,41.0,16.0,,,16.0,,8.0,,,,,,8.0,,,16.0,,,,,,24.0,,,,,,,,,,,,,,,,
,33.0,41.0,8.0,,8.0,,,,,,,,,8.0,,8.0,,,,8.0,,,8.0,33.0,,,,,,8.0,,,,,,,,8.0
,33.0,17.0,,,24.0,,,,,,,,,,,8.0,,,,8.0,,,8.0,17.0,8.0,,,,,16.0,,8.0,,,,,,8.0
,58.0,41.0,8.0,,8.0,8.0,,,,,,,,,8.0,16.0,,,,,,8.0,,16.0,8.0,,,,,16.0,,,,8.0,,,,
8.0,35.0,33.0,8.0,,8.0,,,,,,,,,,,8.0,,,,8.0,,,,8.0,,,,,,16.0,,8.0,,,,,8.0,16.0
17.0,87.0,49.0,,,25.0,,,,,,,,,,,33.0,,,,,,,,33.0,,,,,,,,,,,,,,17.0
8.0,77.0,50.0,,,25.0,,,,,,8.0,,,,,41.0,,,,8.0,,,8.0,58.0,,,,,25.0,,,8.0,,,8.0,,,
,8.0,34.0,,,8.0,,,,,,,,,,,25.0,,,,,,,,33.0,,,,,16.0,,,16.0,,,,,,
8.0,24.0,49.0,,,16.0,,,,,,,,,,,33.0,,,,,,,,,8.0,,,,,,,17.0,,,,,,16.0
,8.0,25.0,,,,,,,,,,,,,8.0,16.0,,,,,,,,17.0,,,,,,,,8.0,,,,,,16.0
,16.0,25.0,8.0,,24.0,,,,,,,,,,,57.0,,,,,,,,16.0,8.0,,,,8.0,8.0,8.0,8.0,,8.0,,,,
25.0,,16.0,,,,,,,,,,,,,9.0,51.0,,,,,,,,24.0,8.0,,,,25.0,8.0,8.0,16.0,,,,,,
16.0,8.0,35.0,,,16.0,,,,,,,,,,,77.0,,,,8.0,,,,25.0,8.0,,,,,,,,,,,,,8.0
17.0,33.0,41.0,,,25.0,,,,,,,,,,,86.0,,,,,,,8.0,33.0,,,,,,16.0,,16.0,,,,,,
57.0,33.0,58.0,33.0,,8.0,,,,,,,,,8.0,,50.0,,,,,8.0,,8.0,34.0,,,,,,8.0,,25.0,,8.0,,,8.0,8.0
33.0,49.0,87.0,25.0,,67.0,8.0,,,,8.0,,,,,,68.0,,,,,,,,57.0,,,,,,8.0,,33.0,,8.0,,,9.0,8.0
57.0,,93.0,16.0,,24.0,8.0,17.0,,,,,,,,,24.0,,,,,,8.0,,50.0,8.0,,,,,,,27.0,,,,,,25.0
25.0,42.0,113.0,8.0,,33.0,,,,,,,,8.0,,,51.0,,,,16.0,,,,25.0,8.0,,,,,16.0,,33.0,,,,,,24.0
25.0,34.0,93.0,16.0,,8.0,,,,,,,,,,,33.0,,,,,,,,8.0,25.0,,,8.0,,,,9.0,,,,16.0,,
33.0,66.0,59.0,33.0,,59.0,,16.0,,,,,,,,,58.0,,,,,,8.0,,52.0,17.0,,,,8.0,,,11.0,,,,,,25.0
41.0,58.0,90.0,33.0,,50.0,,8.0,,,,,,,8.0,,99.0,,,,,,,8.0,41.0,8.0,,,,17.0,16.0,,33.0,,,,,,16.0
93.0,42.0,76.0,25.0,,59.0,,,16.0,,,,,,8.0,,70.0,,,,8.0,,,8.0,27.0,16.0,,,,,8.0,,24.0,,,,,,26.0
67.0,58.0,51.0,24.0,,8.0,,8.0,,,,,,,8.0,,77.0,,8.0,,,,8.0,,69.0,16.0,,,,,8.0,,59.0,,,,,,8.0
94.0,109.0,86.0,16.0,,42.0,8.0,,,,,,,8.0,,,77.0,,,,,,17.0,8.0,87.0,,,,8.0,,17.0,,59.0,,,,,,24.0
60.0,60.0,86.0,25.0,,58.0,,8.0,,,,,8.0,,,,68.0,,,8.0,,,,16.0,76.0,33.0,,,,,17.0,,74.0,,,,,25.0,24.0
41.0,66.0,112.0,33.0,,66.0,,,,,,,8.0,,8.0,8.0,58.0,,,,,,,,58.0,8.0,,,,,17.0,,67.0,,,,,,17.0
83.0,59.0,107.0,17.0,,66.0,,8.0,,,,,16.0,,8.0,,44.0,,,,,8.0,8.0,9.0,77.0,25.0,,,,,17.0,,42.0,,,,,8.0,8.0
43.0,42.0,116.0,25.0,,58.0,,16.0,,,,,,,,,62.0,,,,8.0,,8.0,8.0,97.0,8.0,8.0,,,,17.0,,42.0,,,,,8.0,8.0
35.0,42.0,87.0,25.0,,33.0,8.0,,,,,,,,,,58.0,,,,8.0,8.0,,,51.0,8.0,,,,,,,42.0,,,,,,25.0
8.0,75.0,75.0,17.0,,41.0,,8.0,8.0,,,,,,8.0,,33.0,,,,,,,,25.0,33.0,,,,,,8.0,25.0,,,,,,16.0
